transaction_id,region,state,city
394,Midwest,Montana,Billings
395,Midwest,Montana,Billings
396,Midwest,Montana,Billings
397,Midwest,Montana,Billings
398,Midwest,Montana,Billings
399,Midwest,Montana,Billings
400,Midwest,Montana,Billings
401,Midwest,Montana,Billings
402,Midwest,Montana,Billings
403,Midwest,Montana,Billings
404,Midwest,Montana,Billings
405,Midwest,Montana,Billings
406,Midwest,Montana,Billings
407,South,Tennessee,Knoxville
408,South,Tennessee,Knoxville
409,South,Tennessee,Knoxville
410,South,Tennessee,Knoxville
411,South,Tennessee,Knoxville
412,South,Tennessee,Knoxville
413,South,Tennessee,Knoxville
414,South,Tennessee,Knoxville
415,South,Tennessee,Knoxville
416,South,Tennessee,Knoxville
417,South,Tennessee,Knoxville
418,South,Tennessee,Knoxville
419,South,Tennessee,Knoxville
420,South,Tennessee,Knoxville
421,South,Tennessee,Knoxville
422,South,Tennessee,Knoxville
423,South,Tennessee,Knoxville
424,South,Tennessee,Knoxville
425,South,Tennessee,Knoxville
426,South,Tennessee,Knoxville
427,South,Tennessee,Knoxville
428,South,Tennessee,Knoxville
429,South,Tennessee,Knoxville
430,South,Tennessee,Knoxville
431,South,Tennessee,Knoxville
432,South,Tennessee,Knoxville
433,South,Tennessee,Knoxville
434,South,Tennessee,Knoxville
435,South,Tennessee,Knoxville
436,South,Tennessee,Knoxville
437,South,Tennessee,Knoxville
438,South,Tennessee,Knoxville
439,South,Tennessee,Knoxville
440,South,Tennessee,Knoxville
441,South,Tennessee,Knoxville
442,South,Tennessee,Knoxville
443,South,Tennessee,Knoxville
444,South,Tennessee,Knoxville
445,South,Tennessee,Knoxville
446,South,Tennessee,Knoxville
447,South,Tennessee,Knoxville
448,South,Tennessee,Knoxville
449,South,Tennessee,Knoxville
450,South,Tennessee,Knoxville
451,South,Tennessee,Knoxville
452,South,Tennessee,Knoxville
453,South,Tennessee,Knoxville
454,South,Tennessee,Knoxville
455,South,Tennessee,Knoxville
456,South,Tennessee,Knoxville
457,South,Tennessee,Knoxville
458,South,Tennessee,Knoxville
459,South,Tennessee,Knoxville
460,South,Tennessee,Knoxville
461,South,Tennessee,Knoxville
462,South,Tennessee,Knoxville
463,South,Tennessee,Knoxville
464,South,Tennessee,Knoxville
465,South,Tennessee,Knoxville
466,South,Tennessee,Knoxville
467,South,Tennessee,Knoxville
468,South,Tennessee,Knoxville
469,South,Tennessee,Knoxville
470,South,Tennessee,Knoxville
471,South,Tennessee,Knoxville
472,South,Tennessee,Knoxville
473,South,Tennessee,Knoxville
474,South,Tennessee,Knoxville
475,South,Tennessee,Knoxville
476,South,Tennessee,Knoxville
477,South,Tennessee,Knoxville
478,South,Tennessee,Knoxville
479,Midwest,Nebraska,Omaha
480,Midwest,Nebraska,Omaha
481,Midwest,Nebraska,Omaha
482,Midwest,Nebraska,Omaha
483,Midwest,Nebraska,Omaha
484,Midwest,Nebraska,Omaha
485,Midwest,Nebraska,Omaha
486,Midwest,Nebraska,Omaha
487,Midwest,Nebraska,Omaha
488,Midwest,Nebraska,Omaha
489,Midwest,Nebraska,Omaha
490,Midwest,Nebraska,Omaha
491,Midwest,Nebraska,Omaha
492,Midwest,Nebraska,Omaha
493,Midwest,Nebraska,Omaha
494,Midwest,Nebraska,Omaha
495,Midwest,Nebraska,Omaha
496,Midwest,Nebraska,Omaha
497,Midwest,Nebraska,Omaha
498,Midwest,Nebraska,Omaha
499,Midwest,Nebraska,Omaha
500,Midwest,Nebraska,Omaha
501,Midwest,Nebraska,Omaha
502,Midwest,Nebraska,Omaha
503,Midwest,Nebraska,Omaha
504,Midwest,Nebraska,Omaha
505,Midwest,Nebraska,Omaha
506,Midwest,Nebraska,Omaha
507,Midwest,Nebraska,Omaha
508,Midwest,Nebraska,Omaha
509,Midwest,Nebraska,Omaha
510,Midwest,Nebraska,Omaha
511,Midwest,Nebraska,Omaha
512,Midwest,Nebraska,Omaha
513,Midwest,Nebraska,Omaha
514,Midwest,Nebraska,Omaha
515,Midwest,Nebraska,Omaha
516,Midwest,Nebraska,Omaha
517,Midwest,Nebraska,Omaha
518,Midwest,Nebraska,Omaha
519,Midwest,Nebraska,Omaha
520,Midwest,Nebraska,Omaha
521,Midwest,Nebraska,Omaha
522,Midwest,Nebraska,Omaha
523,Midwest,Nebraska,Omaha
524,Midwest,Nebraska,Omaha
525,Midwest,Nebraska,Omaha
526,Midwest,Nebraska,Omaha
527,Midwest,Nebraska,Omaha
528,Midwest,Nebraska,Omaha
529,Midwest,Nebraska,Omaha
530,Midwest,Nebraska,Omaha
531,Midwest,Nebraska,Omaha
532,Midwest,Nebraska,Omaha
533,Midwest,Nebraska,Omaha
534,Midwest,Nebraska,Omaha
535,Midwest,Nebraska,Omaha
536,Midwest,Nebraska,Omaha
537,Midwest,Nebraska,Omaha
538,Midwest,Nebraska,Omaha
539,Midwest,Nebraska,Omaha
540,Midwest,Nebraska,Omaha
541,Midwest,Nebraska,Omaha
542,Midwest,Nebraska,Omaha
543,Midwest,Nebraska,Omaha
544,Midwest,Nebraska,Omaha
545,Midwest,Nebraska,Omaha
546,Midwest,Nebraska,Omaha
547,Midwest,Nebraska,Omaha
548,Midwest,Nebraska,Omaha
549,Midwest,Nebraska,Omaha
550,Midwest,Nebraska,Omaha
551,South,Alabama,Birmingham
552,South,Alabama,Birmingham
553,South,Alabama,Birmingham
554,South,Alabama,Birmingham
555,South,Alabama,Birmingham
556,South,Alabama,Birmingham
557,South,Alabama,Birmingham
558,South,Alabama,Birmingham
559,South,Alabama,Birmingham
560,South,Alabama,Birmingham
561,South,Alabama,Birmingham
562,South,Alabama,Birmingham
563,South,Alabama,Birmingham
564,South,Alabama,Birmingham
565,South,Alabama,Birmingham
566,South,Alabama,Birmingham
567,South,Alabama,Birmingham
568,South,Alabama,Birmingham
569,South,Alabama,Birmingham
570,South,Alabama,Birmingham
571,South,Alabama,Birmingham
572,South,Alabama,Birmingham
573,South,Alabama,Birmingham
574,South,Alabama,Birmingham
575,South,Alabama,Birmingham
576,South,Alabama,Birmingham
577,South,Alabama,Birmingham
578,South,Alabama,Birmingham
579,South,Alabama,Birmingham
580,South,Alabama,Birmingham
581,South,Alabama,Birmingham
582,South,Alabama,Birmingham
583,South,Alabama,Birmingham
584,South,Alabama,Birmingham
585,South,Alabama,Birmingham
586,South,Alabama,Birmingham
587,South,Alabama,Birmingham
588,South,Alabama,Birmingham
589,South,Alabama,Birmingham
590,South,Alabama,Birmingham
591,South,Alabama,Birmingham
592,South,Alabama,Birmingham
593,South,Alabama,Birmingham
594,South,Alabama,Birmingham
595,South,Alabama,Birmingham
596,South,Alabama,Birmingham
597,South,Alabama,Birmingham
598,South,Alabama,Birmingham
599,South,Alabama,Birmingham
600,South,Alabama,Birmingham
601,South,Alabama,Birmingham
602,South,Alabama,Birmingham
603,South,Alabama,Birmingham
604,South,Alabama,Birmingham
605,South,Alabama,Birmingham
606,South,Alabama,Birmingham
607,South,Alabama,Birmingham
608,South,Alabama,Birmingham
609,South,Alabama,Birmingham
610,South,Alabama,Birmingham
611,South,Alabama,Birmingham
612,South,Alabama,Birmingham
613,South,Alabama,Birmingham
614,South,Alabama,Birmingham
615,South,Alabama,Birmingham
616,South,Alabama,Birmingham
617,South,Alabama,Birmingham
618,South,Alabama,Birmingham
619,South,Alabama,Birmingham
620,South,Alabama,Birmingham
621,South,Alabama,Birmingham
622,South,Alabama,Birmingham
623,Northeast,Maine,Portland
624,Northeast,Maine,Portland
625,Northeast,Maine,Portland
626,Northeast,Maine,Portland
627,Northeast,Maine,Portland
628,Northeast,Maine,Portland
629,Northeast,Maine,Portland
630,Northeast,Maine,Portland
631,Northeast,Maine,Portland
632,Northeast,Maine,Portland
633,Northeast,Maine,Portland
634,Northeast,Maine,Portland
635,Northeast,Maine,Portland
636,Northeast,Maine,Portland
637,Northeast,Maine,Portland
638,Northeast,Maine,Portland
639,Northeast,Maine,Portland
640,Northeast,Maine,Portland
641,Northeast,Maine,Portland
642,Northeast,Maine,Portland
643,Northeast,Maine,Portland
644,Northeast,Maine,Portland
645,Northeast,Maine,Portland
646,Northeast,Maine,Portland
647,Northeast,Maine,Portland
648,Northeast,Maine,Portland
649,Northeast,Maine,Portland
650,Northeast,Maine,Portland
651,Northeast,Maine,Portland
652,Northeast,Maine,Portland
653,Northeast,Maine,Portland
654,Northeast,Maine,Portland
655,Northeast,Maine,Portland
656,Northeast,Maine,Portland
657,Northeast,Maine,Portland
658,Northeast,Maine,Portland
659,Northeast,Maine,Portland
660,Northeast,Maine,Portland
661,Northeast,Maine,Portland
662,Northeast,Maine,Portland
663,Northeast,Maine,Portland
664,Northeast,Maine,Portland
665,Northeast,Maine,Portland
666,Northeast,Maine,Portland
667,Northeast,Maine,Portland
668,Northeast,Maine,Portland
669,Northeast,Maine,Portland
670,Northeast,Maine,Portland
671,Northeast,Maine,Portland
672,Northeast,Maine,Portland
673,Northeast,Maine,Portland
674,Northeast,Maine,Portland
675,Northeast,Maine,Portland
676,Northeast,Maine,Portland
677,Northeast,Maine,Portland
678,Northeast,Maine,Portland
679,Northeast,Maine,Portland
680,Northeast,Maine,Portland
681,Northeast,Maine,Portland
682,Northeast,Maine,Portland
683,Northeast,Maine,Portland
684,Northeast,Maine,Portland
685,Northeast,Maine,Portland
686,Northeast,Maine,Portland
687,Northeast,Maine,Portland
688,Northeast,Maine,Portland
689,Northeast,Maine,Portland
690,Northeast,Maine,Portland
691,Northeast,Maine,Portland
692,Northeast,Maine,Portland
693,Northeast,Maine,Portland
694,Northeast,Maine,Portland
695,West,Alaska,Anchorage
696,West,Alaska,Anchorage
697,West,Alaska,Anchorage
698,West,Alaska,Anchorage
699,West,Alaska,Anchorage
700,West,Alaska,Anchorage
701,West,Alaska,Anchorage
702,West,Alaska,Anchorage
703,West,Alaska,Anchorage
704,West,Alaska,Anchorage
705,West,Alaska,Anchorage
706,West,Alaska,Anchorage
707,West,Alaska,Anchorage
708,West,Alaska,Anchorage
709,West,Alaska,Anchorage
710,West,Alaska,Anchorage
711,West,Alaska,Anchorage
712,West,Alaska,Anchorage
713,West,Alaska,Anchorage
714,West,Alaska,Anchorage
715,West,Alaska,Anchorage
716,West,Alaska,Anchorage
717,West,Alaska,Anchorage
718,West,Alaska,Anchorage
719,West,Alaska,Anchorage
720,West,Alaska,Anchorage
721,West,Alaska,Anchorage
722,West,Alaska,Anchorage
723,West,Alaska,Anchorage
724,West,Alaska,Anchorage
725,West,Alaska,Anchorage
726,West,Alaska,Anchorage
727,West,Alaska,Anchorage
728,West,Alaska,Anchorage
729,West,Alaska,Anchorage
730,West,Alaska,Anchorage
731,West,Alaska,Anchorage
732,West,Alaska,Anchorage
733,West,Alaska,Anchorage
734,West,Alaska,Anchorage
735,West,Alaska,Anchorage
736,West,Alaska,Anchorage
737,West,Alaska,Anchorage
738,West,Alaska,Anchorage
739,West,Alaska,Anchorage
740,West,Alaska,Anchorage
741,West,Alaska,Anchorage
742,West,Alaska,Anchorage
743,West,Alaska,Anchorage
744,West,Alaska,Anchorage
745,West,Alaska,Anchorage
746,West,Alaska,Anchorage
747,West,Alaska,Anchorage
748,West,Alaska,Anchorage
749,West,Alaska,Anchorage
750,West,Alaska,Anchorage
751,West,Alaska,Anchorage
752,West,Alaska,Anchorage
753,West,Alaska,Anchorage
754,West,Alaska,Anchorage
755,West,Alaska,Anchorage
756,West,Alaska,Anchorage
757,West,Alaska,Anchorage
758,West,Alaska,Anchorage
759,West,Alaska,Anchorage
760,West,Alaska,Anchorage
761,West,Alaska,Anchorage
762,West,Alaska,Anchorage
763,West,Alaska,Anchorage
764,West,Alaska,Anchorage
765,West,Alaska,Anchorage
766,West,Alaska,Anchorage
767,West,Hawaii,Honolulu
768,West,Hawaii,Honolulu
769,West,Hawaii,Honolulu
770,West,Hawaii,Honolulu
771,West,Hawaii,Honolulu
772,West,Hawaii,Honolulu
773,West,Hawaii,Honolulu
774,West,Hawaii,Honolulu
775,West,Hawaii,Honolulu
776,West,Hawaii,Honolulu
777,West,Hawaii,Honolulu
778,West,Hawaii,Honolulu
779,West,Hawaii,Honolulu
780,West,Hawaii,Honolulu
781,West,Hawaii,Honolulu
782,West,Hawaii,Honolulu
783,West,Hawaii,Honolulu
784,West,Hawaii,Honolulu
785,West,Hawaii,Honolulu
786,West,Hawaii,Honolulu
787,West,Hawaii,Honolulu
788,West,Hawaii,Honolulu
789,West,Hawaii,Honolulu
790,West,Hawaii,Honolulu
791,West,Hawaii,Honolulu
792,West,Hawaii,Honolulu
793,West,Hawaii,Honolulu
794,West,Hawaii,Honolulu
795,West,Hawaii,Honolulu
796,West,Hawaii,Honolulu
797,West,Hawaii,Honolulu
798,West,Hawaii,Honolulu
799,West,Hawaii,Honolulu
800,West,Hawaii,Honolulu
801,West,Hawaii,Honolulu
802,West,Hawaii,Honolulu
803,West,Hawaii,Honolulu
804,West,Hawaii,Honolulu
805,West,Hawaii,Honolulu
806,West,Hawaii,Honolulu
807,West,Hawaii,Honolulu
808,West,Hawaii,Honolulu
809,West,Hawaii,Honolulu
810,West,Hawaii,Honolulu
811,West,Hawaii,Honolulu
812,West,Hawaii,Honolulu
813,West,Hawaii,Honolulu
814,West,Hawaii,Honolulu
815,West,Hawaii,Honolulu
816,West,Hawaii,Honolulu
817,West,Hawaii,Honolulu
818,West,Hawaii,Honolulu
819,West,Hawaii,Honolulu
820,West,Hawaii,Honolulu
821,West,Hawaii,Honolulu
822,West,Hawaii,Honolulu
823,West,Hawaii,Honolulu
824,West,Hawaii,Honolulu
825,West,Hawaii,Honolulu
826,West,Hawaii,Honolulu
827,West,Hawaii,Honolulu
828,West,Hawaii,Honolulu
829,West,Hawaii,Honolulu
830,West,Hawaii,Honolulu
831,West,Hawaii,Honolulu
832,West,Hawaii,Honolulu
833,West,Hawaii,Honolulu
834,West,Hawaii,Honolulu
835,West,Hawaii,Honolulu
836,West,Hawaii,Honolulu
837,West,Hawaii,Honolulu
838,West,Hawaii,Honolulu
839,Southeast,Florida,Orlando
840,Southeast,Florida,Orlando
841,Southeast,Florida,Orlando
842,Southeast,Florida,Orlando
843,Southeast,Florida,Orlando
844,Southeast,Florida,Orlando
845,Southeast,Florida,Orlando
846,Southeast,Florida,Orlando
847,Southeast,Florida,Orlando
848,Southeast,Florida,Orlando
849,Southeast,Florida,Orlando
850,Southeast,Florida,Orlando
851,Southeast,Florida,Orlando
852,Southeast,Florida,Orlando
853,Southeast,Florida,Orlando
854,Southeast,Florida,Orlando
855,Southeast,Florida,Orlando
856,Southeast,Florida,Orlando
857,Southeast,Florida,Orlando
858,Southeast,Florida,Orlando
859,Southeast,Florida,Orlando
860,Southeast,Florida,Orlando
861,Southeast,Florida,Orlando
862,Southeast,Florida,Orlando
863,Southeast,Florida,Orlando
864,Southeast,Florida,Orlando
865,Southeast,Florida,Orlando
866,Southeast,Florida,Orlando
867,Southeast,Florida,Orlando
868,Southeast,Florida,Orlando
869,Southeast,Florida,Orlando
870,Southeast,Florida,Orlando
871,Southeast,Florida,Orlando
872,Southeast,Florida,Orlando
873,Southeast,Florida,Orlando
874,Southeast,Florida,Orlando
875,Southeast,Florida,Orlando
876,Southeast,Florida,Orlando
877,Southeast,Florida,Orlando
878,Southeast,Florida,Orlando
879,Southeast,Florida,Orlando
880,Southeast,Florida,Orlando
881,Southeast,Florida,Orlando
882,Southeast,Florida,Orlando
883,Southeast,Florida,Orlando
884,Southeast,Florida,Orlando
885,Southeast,Florida,Orlando
886,Southeast,Florida,Orlando
887,Southeast,Florida,Orlando
888,Southeast,Florida,Orlando
889,Southeast,Florida,Orlando
890,Southeast,Florida,Orlando
891,Southeast,Florida,Orlando
892,Southeast,Florida,Orlando
